과목,번호,구분,질문,정답,키워드(빈칸),오답보기
"보디빌딩 규정",53,"PART 4 · 남자 클래식 피지크","남자 보디빌딩 7개 규정포즈와 클래식 피지크 7개 규정포즈의 차이를 설명하시오.","보디빌딩: Front Lat Spread·Back Lat Spread 포함 / 클래식 피지크: Vacuum Pose·Classic Pose 포함(Front/Back Lat Spread 없음)","Lat Spread / Vacuum / Classic","Side Triceps / Most Muscular / Abdominals / Side Chest"
"보디빌딩 규정",54,"PART 4 · 남자 클래식 피지크","애슬릿 초이스(Classic Pose)를 설명하시오.","클래식 피지크 마지막 포즈 / 자신 있는 전면 포즈 1가지·주동근 표현 / 모스트 머스큘러 포즈 불가","마지막 / 전면 포즈 / 불가","첫 번째 / 측면 포즈 / 후면 포즈 / 가능"
"보디빌딩 규정",55,"PART 4 · 남자 클래식 피지크","배큠 포즈(Vacuum Pose) 지도 방법을 설명하시오.","정면으로 서서 두 팔을 머리 뒤에·두 발 모음 → 숨을 내쉬고 복부를 척추 쪽으로 당김·복횡근 수축 / 복직근은 수축하지 않음","머리 뒤 / 내쉬고 / 복직근","허리 옆 / 들이쉬고 / 참고 / 복횡근"
"보디빌딩 규정",56,"PART 4 · 남자 클래식 피지크","남자 클래식 피지크 복장 규정을 설명하시오.","단색 불투명 체조용 반바지 / 대둔근 전체·전면·측면 15cm 이상 / 패딩 금지·장식품 금지·임플란트 금지 ※클래식 보디빌딩과 동일","체조용 반바지 / 15cm","트렁크 / 보드 반바지 / 5cm / 10cm"
"보디빌딩 규정",57,"PART 4 · 남자 클래식 피지크","남자 클래식 피지크 예선 라운드 동시 출전 최대 인원은?","최대 10명 ※남자 보디빌딩(8명)과 다름","최대 10명","최대 8명 / 최대 12명 / 최대 6명"
"보디빌딩 규정",58,"PART 5 · 남자 피지크","남자 피지크가 IFBB 공식 종목으로 인정받은 연도와 장소는?","2012년 11월 / 에콰도르 과야킬 IFBB 총회","2012년 / 에콰도르 과야킬","2010년 / 2018년 / 중국 상하이 / 스페인 베니돔"
"보디빌딩 규정",59,"PART 5 · 남자 피지크","남자 피지크 시니어 체급 6개를 말하시오.","Class A(170↓) / Class B(173↓) / Class C(176↓) / Class D(179↓) / Class E(182↓) / Class F(182↑)","Class A (170cm 이하) / Class B (173cm 이하) / Class C (176cm 이하) / Class D (179cm 이하) / Class E (182cm 이하) / Class F (182cm 초과)","Class A (168cm 이하) / Class B (175cm 이하) / Class G (185cm 초과)"
"보디빌딩 규정",60,"PART 5 · 남자 피지크","머스큘러 남자 피지크란 무엇인가?","2016년 도입 / 일반 피지크보다 근육이 약간 더 큰 선수 대상 / 수행·평가 규정은 남자 피지크와 동일","2016년 / 큰","2012년 / 2018년 / 작은 / 동일한"
"보디빌딩 규정",61,"PART 5 · 남자 피지크","남자 피지크 라운드 구성을 말하시오.","예선 라운드(쿼터턴) → 제1라운드(쿼터턴+비교심사) → 제2라운드(쿼터턴×2) ※제3라운드 없음","쿼터턴 / 비교심사 / 2","규정포즈 / 자유포즈 / 3 / 포즈다운"
"보디빌딩 규정",62,"PART 5 · 남자 피지크","남자 피지크 쿼터턴 4가지를 순서대로 말하시오.","① Quarter Turn Right ② Quarter Turn Back ③ Quarter Turn Right ④ Quarter Turn Front","Quarter Turn Right / Quarter Turn Back / Quarter Turn Right / Quarter Turn Front","Quarter Turn Left / Quarter Turn Front / Quarter Turn Back / Quarter Turn Right"
"보디빌딩 규정",63,"PART 5 · 남자 피지크","남자 피지크 복장 규정을 설명하시오.","루즈핏 보드 반바지 / 슬개골 위쪽까지 내려와야 함 / 라이크라 금지·패딩 금지, 제조사 로고만 허용","보드 반바지 / 슬개골","트렁크 / 체조용 반바지 / 발목 / 허벅지 중간"
"보디빌딩 규정",64,"PART 5 · 남자 피지크","남자 피지크 평가 기준 2가지를 말하시오.","① 근육질·신체 상태(균형·비율·형태) / ② 무대 연기·개성(자신감·표현력)","근육질 / 무대 연기","근육 크기 / 선명도 / 복장 / 포즈 정확도"
"보디빌딩 규정",65,"PART 5 · 남자 피지크","남자 피지크에서 반드시 감점 처리되는 신체 상태는?","극단적 근육질·건조함·낮은 체지방 / 깊은 근육 분리도·줄무늬 돋보이는 경우","극단적 근육질 / 근육 분리도","적절한 근육량 / 균형 잡힌 체격 / 높은 체지방 / 부드러운 라인"
"보디빌딩 규정",66,"PART 5 · 남자 피지크","남자 피지크 예선 라운드 옐로카드·레드카드 제도를 설명하시오.","쿼터턴 잘못 수행 시 옐로카드 경고 → 반복 시 레드카드 = X 1개 차감","옐로카드 / 레드카드","즉시 실격 / 경고 없음 / 블루카드 / 그린카드"
"보디빌딩 규정",67,"PART 5 · 남자 피지크","남자 피지크 오버롤 구성을 말하시오.","시니어 최대 6명 / 주니어 최대 5명 / 마스터 최대 3명 ※머스큘러 피지크 우승자는 시니어 오버롤 불참","6명 / 5명 / 3명","4명 / 7명 / 2명 / 8명"
"보디빌딩 규정",68,"PART 6 · 여자 피지크","여자 피지크가 IFBB 공식 종목으로 인정받은 연도와 장소는?","2012년 11월 11일 / 에콰도르 과야킬 IFBB 총회","2012년 / 에콰도르 과야킬","2002년 / 2013년 / 이집트 카이로 / 모로코 마라케시"
"보디빌딩 규정",69,"PART 6 · 여자 피지크","여자 보디빌딩이 여자 피지크로 대체된 연도와 장소는?","2013년 / 모로코 마라케시 IFBB 총회","2013년 / 모로코 마라케시","2012년 / 2010년 / 에콰도르 과야킬 / 스페인 베니돔"
"보디빌딩 규정",70,"PART 6 · 여자 피지크","여자 피지크 시니어 체급을 말하시오.","Class A (163cm 이하) / Class B (163cm 초과)","163cm 이하 / 163cm 초과","158cm 이하 / 160cm 이하 / 165cm 이하 / 163cm 미만"
"보디빌딩 규정",71,"PART 6 · 여자 피지크","여자 피지크 라운드 구성을 말하시오.","예선 라운드(규정포즈 4개) → 제1라운드(규정포즈+쿼터턴 비교심사) → 제2라운드(쿼터턴+규정포즈×2+포즈다운) → 제3라운드(자유포즈 60초)","4개 / 비교심사 / 포즈다운 / 60초","3개 / 5개 / 자유포즈 / 쿼터턴 / 30초 / 90초"
"보디빌딩 규정",72,"PART 6 · 여자 피지크","여자 피지크 예선 라운드 규정포즈 4개를 말하시오.","Front Double Biceps / Side Chest / Back Double Biceps / Side Triceps","Front Double Biceps / Side Chest / Back Double Biceps / Side Triceps","Front Lat Spread / Abdominals & Thighs / Vacuum Pose"
"보디빌딩 규정",73,"PART 6 · 여자 피지크","여자 피지크와 남자 클래식 피지크의 Front/Back Double Biceps 포즈 차이는?","여자: 주먹을 쥐지 않고 손가락이 하늘을 향함 / 남자 클래식: 주먹을 꽉 쥐고 아래를 향함","쥐지 않고 / 꽉 쥐고","살짝 쥐고 / 펴고 / 반쯤 쥐고"
"보디빌딩 규정",74,"PART 6 · 여자 피지크","여자 피지크 남자 피지크의 라운드 수 차이를 설명하시오.","여자 피지크 4개 라운드(예선·제1·제2·제3) / 남자 피지크 3개 라운드(제3라운드 없음)","4개 / 3개","2개 / 5개"
"보디빌딩 규정",75,"PART 6 · 여자 피지크","여자 피지크 복장 규정을 설명하시오.","품위 있는 비키니 / 하의 대둔근 1/2 이상·전면 전체 덮어야 함 / 신발 금지·끈 비키니 금지","품위 있는 비키니 / 1/2 / 신발 금지","트렁크 / 일반 비키니 / 1/3 / 전체 / 하이힐 허용"
"보디빌딩 규정",76,"PART 6 · 여자 피지크","여자 피지크에서 반드시 감점 처리되는 신체 상태는?","여자 보디빌딩 수준의 근육질·혈관 도드라짐 / 과도한 근육 선명도·지나친 저체지방 상태","보디빌딩 / 근육 선명도","피트니스 / 비키니 / 적절한 근육 / 부드러운 라인"
"보디빌딩 규정",77,"PART 6 · 여자 피지크","여자 피지크 최종 점수 계산 방식을 설명하시오.","최종 점수 = 제2라운드 하위점수×2 + 제3라운드 하위점수 / 낮은 점수가 1위","×2 / 낮은","×1 / ×3 / 높은 / 평균"
"보디빌딩 규정",78,"PART 7 · 여자 보디 피트니스","여자 보디 피트니스가 IFBB 공식 종목으로 인정받은 연도와 장소는?","2002년 10월 27일 / 이집트 카이로 IFBB 총회","2002년 10월 27일 / 이집트 카이로","2010년 / 2012년 / 아제르바이잔 바쿠 / 중국 상하이"
"보디빌딩 규정",79,"PART 7 · 여자 보디 피트니스","여자 보디 피트니스 시니어 체급 4개를 말하시오.","Class A (158cm 이하) / Class B (163cm 이하) / Class C (168cm 이하) / Class D (168cm 초과)","158cm / 163cm / 168cm 이하 / 168cm 초과","155cm / 160cm / 165cm / 170cm"
"보디빌딩 규정",80,"PART 7 · 여자 보디 피트니스","여자 보디 피트니스 라운드 구성을 말하시오.","예선 라운드(쿼터턴) → 제1라운드(쿼터턴+비교심사) → 제2라운드(아이워킹+쿼터턴×2) ※제3라운드 없음","쿼터턴 / 비교심사 / 아이워킹","규정포즈 / 자유포즈 / 포즈다운"
"보디빌딩 규정",81,"PART 7 · 여자 보디 피트니스","아이워킹(I-Walking)이란 무엇인가?","무대 중앙으로 걸어가 4가지 포즈 취한 후 무대 뒤 라인업으로 복귀하는 개인 프레젠테이션","4가지 / 라인업","3가지 / 5가지 / 심판석 / 무대 앞"
"보디빌딩 규정",82,"PART 7 · 여자 보디 피트니스","아이워킹 평가 기준을 설명하시오.","속도 / 동작의 우아함 / 몸짓·쇼맨십 / 개성·카리스마 / 무대 존재감·매력·자연스러운 리듬","속도 / 동작의 우아함 / 몸짓·쇼맨십 / 개성·카리스마 / 무대 존재감·매력·자연스러운 리듬","근육 선명도 / 체급별 체중 / 규정포즈 정확도"
"보디빌딩 규정",83,"PART 7 · 여자 보디 피트니스","여자 보디 피트니스 복장 규정을 설명하시오.","불투명한 일반 비키니 / 하의 대둔근 1/2 이상·전면 전체 / 하이힐(앞굽 최대 1cm·힐 최대 12cm)·플랫폼 금지","일반 비키니 / 1/2 / 12cm","끈 비키니 / 품위 있는 비키니 / 1/3 / 10cm / 15cm"
"보디빌딩 규정",84,"PART 7 · 여자 보디 피트니스","여자 보디 피트니스에서 반드시 감점 처리되는 신체 상태는?","여자 피지크 수준의 극단적 근육질·혈관 도드라짐 / 과도한 근육 선명도·깊은 근육 분리도 보이면 감점","피지크 / 근육 선명도","비키니 / 보디빌딩 / 적절한 근육 / 부드러운 라인"
"보디빌딩 규정",85,"PART 7 · 여자 보디 피트니스","여자 보디 피트니스와 여자 피지크의 복장 차이점은?","보디 피트니스: 하이힐 허용(앞굽 1cm·힐 12cm) / 여자 피지크: 신발 착용 금지","하이힐 허용 / 신발 금지","하이힐 금지 / 신발 허용 / 맨발 필수 / 굽 제한 없음"
"보디빌딩 규정",86,"PART 8 · 여자 비키니","여자 비키니가 IFBB 공식 종목으로 인정받은 연도와 장소는?","2010년 11월 7일 / 아제르바이잔 바쿠 IFBB 총회","2010년 11월 7일 / 아제르바이잔 바쿠","2012년 / 2002년 / 에콰도르 과야킬 / 중국 상하이"
"보디빌딩 규정",87,"PART 8 · 여자 비키니","여자 비키니 명칭이 변경된 연도와 이전 명칭은?","2021년 / 이전 명칭: 여자 비키니 피트니스에서 여자 비키니로 변경","2021년 / 여자 비키니 피트니스","2018년 / 2019년 / 여자 피트니스 / 여자 보디 비키니"
"보디빌딩 규정",88,"PART 8 · 여자 비키니","여자 비키니 시니어 체급 8개를 말하시오.","A(158↓) / B(160↓) / C(162↓) / D(164↓) / E(166↓) / F(169↓) / G(172↓) / H(172↑)","Class A (158cm 이하) / Class B (160cm 이하) / Class C (162cm 이하) / Class D (164cm 이하) / Class E (166cm 이하) / Class F (169cm 이하) / Class G (172cm 이하) / Class H (172cm 초과)","Class A (155cm 이하) / Class F (170cm 이하) / Class H (175cm 초과)"
"보디빌딩 규정",89,"PART 8 · 여자 비키니","여자 비키니 라운드 구성을 말하시오.","제1라운드(쿼터턴+비교심사) → 제2라운드(아이워킹+쿼터턴×2) ※예선 라운드 없음","비교심사 / 아이워킹","자유포즈 / 포즈다운 / 규정포즈"
"보디빌딩 규정",90,"PART 8 · 여자 비키니","여자 비키니 복장 규정을 설명하시오.","불투명한 일반 비키니 / 하의 대둔근 1/3 이상·전면 전체 / 하이힐(앞굽 최대 1cm·힐 최대 12cm)·플랫폼 금지","일반 비키니 / 1/3 / 12cm","끈 비키니 / 1/2 / 전체 / 10cm"
"보디빌딩 규정",91,"PART 8 · 여자 비키니","여자 비키니·보디 피트니스·피지크의 비키니 하의 대둔근 커버리지 차이는?","비키니: 1/3 이상 / 보디 피트니스·피지크: 1/2 이상","1/3 / 1/2","1/4 / 3/4 / 전체 / 2/3"
"보디빌딩 규정",92,"PART 8 · 여자 비키니","여자 비키니 평가 기준을 설명하시오.","보디 피트니스보다 더 부드럽고 매끄러운 모습 / 조화롭고 클래식한 여성 체격·자세·비율 평가","부드럽고 / 조화롭고","근육질이고 / 선명하고 / 극단적이고 / 각지고"
"보디빌딩 규정",93,"PART 8 · 여자 비키니","여자 비키니에서 반드시 감점 처리되는 신체 상태는?","극도의 근육질·혈관 도드라짐·근육 선명도 / 보디 피트니스 수준의 분리도·건조함·저체지방 보이면 감점","극도의 근육질 / 보디 피트니스","적절한 근육 / 균형 잡힌 체격 / 피지크 / 비키니"
"보디빌딩 규정",94,"PART 8 · 여자 비키니","여자 비키니 예선 라운드 레드카드의 효과는?","예선: X 1개 차감 / 제1라운드: 한 순위 강등 / 제2라운드: 하위점수에서 한 순위 강등","X 1개 차감 / 한 순위 강등","즉시 실격 / 경고만 / 두 순위 강등 / 점수 2배"
"보디빌딩 규정",95,"PART 9 · 별도 규정","경기인 등록 규정의 목적을 설명하시오.","선수·지도자·심판·선수관리담당자의 등록과 활동 기준·절차 정립 / 건전하고 효율적인 육성·우리나라 체육의 균형발전 도모","경기인 / 균형발전","선수 / 체육인 / 경기력 향상 / 국제 경쟁력"
"보디빌딩 규정",96,"PART 9 · 별도 규정","경기인이란 무엇인가?","선수·지도자·심판·선수관리담당자","선수 / 지도자 / 심판 / 선수관리담당자","코치 / 감독 / 운영요원 / 행정직원"
"보디빌딩 규정",97,"PART 9 · 별도 규정","경기인 등록 목적에 따른 구분을 설명하시오.","육성 목적(15세 이하): 12세 이하부·15세 이하부 / 전문체육 목적(16세 이상): 18세 이하부·대학부·일반부 / 생활체육 목적(16세 이상): 18세 이하부·대학부·일반부","15세 이하 / 16세 이상","12세 이하 / 18세 이하 / 13세 이상 / 20세 이상"
"보디빌딩 규정",98,"PART 9 · 별도 규정","경기인 등록 기간을 설명하시오.","전문체육 기존 선수: 매년 4월 10일 이전 / 추가 등록: 7월 10일~30일 / 생활체육·신규선수·지도자·심판: 상시 등록","4월 10일 / 7월 10일~30일 / 상시 등록","1월 10일 / 5월 1일~31일 / 8월 1일~30일 / 수시 불가"
"보디빌딩 규정",99,"PART 9 · 별도 규정","경기인 등록 절차를 설명하시오.","신청서·동의서 제출 → 시·도지부 결격사유 심사·협회 승인요청(15일 이내) → 협회 승인(승인요청일로부터 15일 이내) / 결격사유 시 승인거부 후 통보","승인요청 / 15일","즉시 승인 / 자동 등록 / 7일 / 30일"
"보디빌딩 규정",100,"PART 9 · 별도 규정","선수 등록 결격사유를 설명하시오.","관계단체 제명 징계 / 자격정지 미종료 / 성폭력 퇴학 후 10년 미경과 / 학교폭력 퇴학 후 5년 미경과 / 승부조작 유죄 / 관계단체 해임 후 10년 미경과","관계단체로부터 제명 징계를 받은 자 / 자격정지 징계를 받고 처분이 종료되지 않은 자 / 성폭력죄로 퇴학처분 후 10년이 지나지 않은 자 / 학교폭력으로 퇴학 조치 후 5년이 지나지 않은 자 / 승부조작으로 유죄 판결된 자 / 관계단체로부터 해임 후 10년이 지나지 않은 자","도핑 양성 반응 후 2년 이내인 자 / 연령 미달인 자 / 외국 국적 보유자"
"보디빌딩 규정",101,"PART 9 · 별도 규정","지도자·심판·선수관리담당자 등록 결격사유를 설명하시오.","피성년후견인 / 선고유예 기간 중 / 집행유예 종료 후 2년 미경과 / 성폭력 벌금 후 3년 미경과 / 미성년자 성폭력 파면·해임 / 선수 폭행 금고 이상 10년 이내 / 자격정지 미종료","피성년후견인 / 금고 이상의 형 선고유예 기간 중인 자 / 집행유예 종료 후 2년이 지나지 않은 자 / 성폭력 범죄로 100만원 이상 벌금형 후 3년이 지나지 않은 자 / 미성년자 대상 성폭력으로 파면·해임된 자 / 선수 대상 상해·폭행으로 금고 이상 형 후 집행유예 면제 10년 이내인 자 / 자격정지 이상 징계 처분이 종료되지 않은 자","도핑 양성 후 3년 이내 / 연령 60세 초과 / 외국 국적 보유자"
"보디빌딩 규정",102,"PART 9 · 별도 규정","경기인 등록이 취소·해지되는 사유를 설명하시오.","스포츠공정위원회 규정에 따라 해임·자격정지 징계를 받은 경우 / 경기인 본인이 등록 취소 요청한 경우","스포츠공정위원회 / 본인","심판위원회 / 협회장 / 타인 / 지도자"
"보디빌딩 규정",103,"PART 9 · 별도 규정","폭력 행위 및 성폭력에 대한 징계 기준을 설명하시오.","지도자 폭력: 1차 5년↑ / 2차 10년↑ / 3차 영구제명 / 선수 폭력: 1차 3년↑ / 2차 5년↑ / 3차 영구제명 / 성폭력 범죄: 선수·지도자 1차 영구제명","5년↑ / 3년↑ / 영구제명","1년↑ / 2년↑ / 10년↑ / 자격정지"
"보디빌딩 규정",104,"PART 9 · 별도 규정","경기인으로 등록할 때 필요한 교육을 말하시오.","성폭력 등 폭력 예방교육 / 도핑방지 교육","폭력 예방교육 / 도핑방지 교육","응급처치 교육 / 인성 교육 / 리더십 교육 / 심판 교육"
"보디빌딩 규정",105,"PART 9 · 별도 규정","보디빌딩 지도자 이수 교육 5가지를 말하시오.","성폭력 등 폭력 예방교육 / 도핑방지 교육 / 리더십 교육 / 응급처치 교육 / 인성 교육","성폭력 등 폭력 예방교육 / 도핑방지 교육 / 리더십 교육 / 응급처치 교육 / 인성 교육","경기 규칙 교육 / 재정 관리 교육 / 미디어 교육"
"보디빌딩 규정",106,"PART 9 · 별도 규정","경기인 등록 규정 위반에 대한 조치를 설명하시오.","1년 이상 5년 이하 등록 금지 조치","1년 이상 5년 이하","6개월 이상 3년 이하 / 즉시 영구제명 / 경고 후 재등록"
"보디빌딩 규정",107,"PART 9 · 별도 규정","심판위원회 설치 목적을 설명하시오.","스포츠 기본정신과 책임감을 갖고 심판의 독립성·자율성·역할·임무·의무 자문하여 공정성 향상","독립성·자율성 / 공정성","경기력 / 수익성 / 선수 권익 / 경기 규칙"
"보디빌딩 규정",108,"PART 9 · 별도 규정","심판의 등급과 심사 범위를 설명하시오.","국제심판(A·B·C급): 국제대회·전국규모 심사 가능 / 국내 1급: 전국규모·지역규모 심사 가능 / 국내 2급: 지역규모 심사만 가능","국제대회 / 전국규모 / 지역규모","세계대회 / 광역규모 / 시·군규모 / 동호인대회"
"보디빌딩 규정",109,"PART 9 · 별도 규정","국내 2급 심판 자격 요건을 말하시오.","보디빌딩 분야 상당한 경력·대회 운영요원 활동 + 시·도지부 또는 협회 추천","상당한 경력 / 추천","신규 입문 / 이론시험 합격 / 자동 승급 / 협회장 단독 지명"
"보디빌딩 규정",110,"PART 9 · 별도 규정","국내 1급 심판 자격 요건을 말하시오.","2급 취득 후 2년·시·도지부 대회 2회 이상 참가·시·도지부 추천 / 예외: 미스터&미즈 코리아 대상·국가대표 국제대회 금메달·협회 이사","2년 / 2회 이상","1년 / 3년 / 1회 이상 / 5회 이상"
"보디빌딩 규정",111,"PART 9 · 별도 규정","국제심판 자격 요건을 설명하시오.","1급 취득 후 3년+전국규모 5회+추천 / 1급 취득 후 3년+전국2회+시도5회+추천 / 1급 취득 후 3년+심판위원회 추천 / 1급 보유+협회장 추천","1급 취득 후 3년 + 전국규모 5회 이상 + 시·도지부 추천 / 1급 취득 후 3년 + 전국규모 2회 이상 + 시·도지부 대회 5회 이상 + 추천 / 1급 취득 후 3년 + 심판위원회 추천 / 1급 자격 보유 + 협회장 추천","1급 취득 후 1년 + 지역대회 3회 / 2급 취득 후 5년 + 전국대회 10회 / 이론시험 합격 후 자동 취득"
"보디빌딩 규정",112,"PART 9 · 별도 규정","심판 자격 유지 및 부활 방법을 설명하시오.","유지: 4년에 1회 재교육 / 미이수로 상실: 강습비 납부+재교육 후 동일 자격 부활 / 징계로 정지: 해제 후 3년 경과+재교육 → 2급 자격 부활","4년 / 동일 자격 / 3년","2년 / 매년 / 하위 자격 / 1년"
"보디빌딩 규정",113,"PART 9 · 별도 규정","심판원의 주의사항을 설명하시오.","다른 심판원과 담화 금지 / 결정에 의도적 영향 금지 / 사진 촬영 금지 / 선수 지도 금지 / 알코올 음료 금지 / 선수로 참가 불가","다른 심판원과 담화 금지 / 다른 심판원의 결정에 의도적 영향 금지 / 심사 중 사진 촬영 금지 / 참가 선수에게 지도 금지 / 심사 중 알코올 음료 금지 / 선수로 참가 불가","채점지 공개 금지 / 심판석 착석 의무 / 국기 게양 금지"
"도핑",1,"PART 1 · 도핑 기본 개념","도핑이란 무엇인가?","경기력 향상 목적으로 금지약물 섭취·특수 의학적 처치 / 고의성 여부와 무관하게 성립·WADA 엄격한 책임 원칙","경기력 향상 목적으로 금지약물 섭취·특수 의학적 처치 / 고의성 여부와 무관하게 성립·WADA 엄격한 책임 원칙","의도적 부상 유발 행위 / 불법 보충제 구매 행위 / 경기 규칙 위반 행위"
"도핑",2,"PART 1 · 도핑 기본 개념","IOC가 도핑을 금지하는 윤리적 이유를 설명하시오.","올림픽 기본 정신 위배 / 약물 미복용 선수에게 불리한 결과를 가져다주기 때문","올림픽 기본 정신 위배 / 약물 미복용 선수에게 불리한 결과","선수 건강 보호를 위해 / 경기 시간 단축을 위해 / 관중 유입을 위해"
"도핑",3,"PART 1 · 도핑 기본 개념","도핑방지규정의 기본 원리를 설명하시오.","스포츠의 본질적 가치 보전 / 스포츠 정신의 가치 수호(윤리·페어플레이·정직·건강 등)","스포츠의 본질적 가치 보전 / 스포츠 정신의 가치 수호(윤리·페어플레이·정직·건강 등)","선수 체력 증진 목적 / 경기 수익 극대화 목적 / 국가 위상 제고 목적"
"도핑",4,"PART 2 · 금지약물 및 금지방법","금지약물 선정 기준을 말하시오.","WADA에서 매년 정기 개정 / 다음 기준 중 2개 이상 해당 시 금지: 경기력 향상 가능성·건강 위험·스포츠 정신 위배","WADA에서 매년 정기 개정 / 다음 기준 중 2개 이상 해당 시 금지: 경기력 향상·건강 위험·스포츠 정신 위배","IOC에서 5년마다 개정 / 3개 기준 모두 해당 시 금지 / IFBB에서 매년 개정 / 1개 기준 해당 시 금지 / KADA에서 개정 / 2개 이상 기준 해당 시 금지"
"도핑",5,"PART 2 · 금지약물 및 금지방법","주요 금지약물과 부작용을 3가지 이상 말하시오.","아나볼릭 스테로이드·성장호르몬·EPO·이뇨제·흥분제·베타차단제·마약·카나비노이드","아나볼릭 스테로이드(동화작용제): 간질환·심장마비·성기능 장애·고혈압 / 성장호르몬(펩티드호르몬): 신체 기형화·당뇨·관절 약화·심장질환 / EPO(에리스로포이에틴): 고혈압·뇌졸중·혈관폐색 / 이뇨제: 심각한 저혈압·탈수·실신·근육경련 / 흥분제: 심장마비·불면증·뇌졸중 / 베타차단제: 기관지 발작·저혈압·수면장애·성기능 장애 / 마약: 환각·정신착란·중독 / 카나비노이드: 호흡장애·인지장애·정신장애","비타민C: 신장 결석 / 카페인: 심박수 감소 / 크레아틴: 근손실"
"도핑",6,"PART 2 · 금지약물 및 금지방법","금지방법 3가지를 말하시오.","① 혈액 및 혈액성분의 조작 / ② 화학적·물리적 조작 / ③ 유전자 및 세포 도핑","혈액 및 혈액성분의 조작 / 화학적·물리적 조작 / 유전자 및 세포 도핑","경기 전 수분 제한 / 산소마스크 훈련 / 고압산소 치료 / 전기자극 훈련 / 혈액희석 / 성장호르몬 주사 / 혈액형 조작 / 신체 절단 / 호르몬 차단"
"도핑",7,"PART 2 · 금지약물 및 금지방법","보충제를 약국에서 처방 없이 구입한 경우 스포츠에서 사용할 수 있는가?","사용할 수 없음 / 성분 중 금지약물 포함 가능·본인이 위험 감수 / 치료 목적이라면 TUE 승인 후 사용","사용할 수 없음 / 성분 중 금지약물 포함 가능·본인이 위험 감수 / 치료 목적이라면 TUE 승인 후 사용","처방 없이도 사용 가능 / 의사 소견서 있으면 허용 / 보충제는 도핑 대상 아님"
"도핑",8,"PART 3 · 도핑방지규정 위반","도핑방지규정 위반 구성 요소를 3가지 이상 말하시오.","시료 내 금지약물 존재 / 사용·시도 / 채취 회피·거부 / 소재지 불이행 / 부정행위 / 소지 / 부정 거래 / 투여·시도 / 공모·제보 제지·보복","시료 내 금지약물·대사물질·표지자 존재 / 금지약물·금지방법 사용 또는 시도 / 시료 채취 제공 회피·거부·실패 / 소재지 정보 불이행(12개월 내 검사불이행·제출불이행 합산 3회) / 도핑 관리 과정 중 부정행위 및 시도 / 금지약물·금지방법 소지 / 금지약물·금지방법 부정 거래 또는 시도 / 경기기간 외 선수에게 금지약물·금지방법 투여 또는 시도 / 공모·금지된 연루·제보 제지·보복","경기 중 불법 영상 촬영 / 계체 체중 조작 / 경기 규칙 위반"
"도핑",9,"PART 3 · 도핑방지규정 위반","의도하지 않은 도핑에 대해 설명하시오.","부주의·실수로 금지약물 섭취 후 검출 / 고의성 무관하게 규정 위반 성립·선수 책임 / 과실 없음 입증 시에만 예외적 감경·면제 가능","부주의·실수로 금지약물 섭취 후 검출 / 고의성 무관하게 규정 위반 성립·선수 책임 / 과실 없음 입증 시에만 예외적 감경·면제 가능","의도 없으면 면책 가능 / 보충제 섭취는 예외 인정 / 병원 처방이면 책임 없음"
"도핑",10,"PART 3 · 도핑방지규정 위반","아플 때 복용한 약물에 대해 면책받을 수 있는가?","면책받을 수 없음 / 금지약물 미포함 확인 전 어떤 약품도 복용 불가 / 양성 결과 시 이유 무관하게 도핑 처리","면책받을 수 없음 / 금지약물 미포함 확인 전 어떤 약품도 복용 불가 / 양성 결과 시 이유 무관하게 도핑 처리","의사 처방이면 면책 가능 / 부작용 증명 시 면책 가능 / 첫 위반이면 경고로 처리"
"도핑",11,"PART 3 · 도핑방지규정 위반","금지약물 복용의 책임은 누가 지는가?","선수가 사용한 모든 물질에 대해 선수가 책임 / 병원·약국 처방 시에도 선수임을 밝히고 금지약물 제외 처방받아야 / 처방약 투여 결과도 선수 책임","선수가 사용한 모든 물질에 대해 선수가 책임 / 병원·약국 처방 시에도 선수임을 밝히고 금지약물 제외 처방받아야","지도자가 책임 / 팀 닥터가 책임 / 처방 의사가 책임"
"도핑",12,"PART 4 · 도핑 검사","도핑 검사 대상을 설명하시오.","선수 활동을 목적으로 협회에 전문 선수로 등록된 사람","선수 활동을 목적으로 협회에 전문 선수로 등록된 사람","모든 스포츠 관계자 / 전문 선수 및 생활체육 선수 / 지도자·심판 포함 모든 경기인"
"도핑",13,"PART 4 · 도핑 검사","도핑 검사의 종류를 설명하시오.","검사기간: 경기기간 중·경기기간 외 / 검사방법: 소변검사·혈액검사","검사기간: 경기기간 중·경기기간 외 / 검사방법: 소변검사·혈액검사","무작위·표적·편중 3가지만 / 경기 전·경기 중·경기 후 3가지 / 소변검사·혈액검사·모발검사 3가지"
"도핑",14,"PART 4 · 도핑 검사","경기기간 중 도핑검사란 언제부터 언제까지인가?","경기 전날 오후 11:59부터 해당 경기 관련 시료채취 끝나는 시점까지","경기 전날 오후 11:59부터 / 해당 경기 관련 시료채취 끝나는 시점까지","경기 당일 오전 0시부터 경기 종료까지 / 경기 2일 전부터 시상식 종료까지 / 경기 당일 입장부터 퇴장까지"
